country,region,year,gdp_growth,inflation_rate,unemployment_rate,fdi_pct_gdp,trade_openness,literacy_rate,population_growth,internet_penetration,government_debt_pct,natural_resources_rents,growth_category
Egypt,North Africa,2020,7.33,3.02,11.34,6.77,34.88,99.0,0.97,22.03,16.17,3.29,high
Egypt,North Africa,2001,4.91,34.87,18.53,4.83,77.65,81.47,1.81,32.38,72.33,2.4,low
Mauritius,East Africa,2008,8.19,3.28,13.27,1.35,74.13,68.71,1.39,31.03,53.18,1.79,high
Kenya,East Africa,2017,4.52,0.08,19.48,2.09,45.48,72.79,3.98,30.13,47.98,0.69,medium
Libya,North Africa,2012,4.15,4.58,18.8,1.44,20.1,69.61,1.51,33.21,49.04,11.07,low
Malawi,Southern Africa,2006,7.69,8.78,12.05,1.29,48.62,65.33,1.21,17.73,66.76,13.44,medium
Gabon,Central Africa,2012,1.56,2.39,1.0,4.65,101.56,99.0,2.75,21.88,45.4,2.92,medium
DRC,Central Africa,2020,12.94,0.78,5.37,2.78,42.73,51.52,4.19,21.2,15.22,3.74,high
Djibouti,East Africa,2005,5.63,20.43,16.58,8.7,44.11,85.79,2.38,28.1,29.17,3.37,medium
Mauritania,West Africa,2017,5.64,3.84,2.7,6.63,40.05,62.73,2.46,4.52,28.13,4.7,high
Zimbabwe,Southern Africa,2017,6.08,9.29,10.04,6.77,84.3,38.35,3.79,23.72,60.51,0.21,medium
Ghana,West Africa,2021,10.13,13.19,14.03,5.18,55.14,61.61,3.38,35.82,73.6,11.38,high
Seychelles,East Africa,2007,6.88,6.01,20.82,2.44,47.48,55.16,2.93,31.02,84.32,5.83,medium
Angola,Southern Africa,2005,-0.32,5.4,8.55,4.99,88.27,75.4,1.92,30.92,22.3,2.87,medium
Guinea,West Africa,2013,8.71,4.79,8.14,2.63,71.59,66.64,2.96,25.9,67.41,2.9,high
Malawi,Southern Africa,2012,3.48,20.22,11.69,7.58,41.61,46.6,1.14,29.82,42.7,1.47,medium
Mozambique,Southern Africa,2009,4.82,2.74,14.11,4.51,35.53,91.48,1.88,9.9,113.47,2.47,medium
Zambia,Southern Africa,2018,0.66,10.06,11.07,4.16,83.16,84.62,3.93,42.8,82.67,7.34,low
Algeria,North Africa,2019,6.08,5.7,18.3,3.82,60.34,93.55,3.8,2.87,89.04,3.73,low
Nigeria,West Africa,2005,2.55,0.83,7.21,7.85,29.02,69.27,2.94,37.38,71.05,1.08,high
Cameroon,Central Africa,2019,4.8,8.65,12.72,0.0,24.34,64.36,0.57,2.32,62.64,6.28,low
Kenya,East Africa,2005,3.65,12.88,14.67,8.1,37.68,77.66,1.29,43.39,46.95,12.31,medium
Zambia,Southern Africa,2009,10.28,3.32,9.6,3.03,35.21,54.61,1.82,28.35,43.01,0.1,high
Eswatini,Southern Africa,2000,10.45,7.05,17.04,0.0,19.08,67.34,2.33,21.83,39.0,0.21,medium
Sudan,North Africa,2008,4.64,4.06,12.89,1.62,38.01,61.84,1.25,24.59,67.35,9.77,medium
Nigeria,West Africa,2023,4.69,0.17,16.73,0.0,41.62,38.7,2.25,22.17,86.21,1.52,medium
Kenya,East Africa,2010,3.38,3.36,13.16,5.13,50.75,67.29,4.27,1.37,47.86,3.64,low
Benin,West Africa,2017,7.82,3.83,14.26,0.9,93.86,57.06,2.9,19.53,40.55,4.35,medium
Madagascar,Southern Africa,2002,3.51,49.31,8.21,3.92,54.66,60.63,2.72,28.83,25.33,2.7,low
Guinea,West Africa,2015,3.24,7.34,8.22,6.34,56.65,71.55,1.48,48.65,59.89,4.52,medium
Ethiopia,East Africa,2008,7.44,1.52,19.35,1.82,70.19,87.91,0.86,21.58,79.59,1.92,medium
Niger,West Africa,2017,2.89,4.09,15.81,2.83,55.25,49.72,1.27,16.85,80.59,11.04,low
Zambia,Southern Africa,2022,4.39,0.91,5.86,0.24,68.0,58.94,0.82,2.61,82.57,0.62,low
Senegal,West Africa,2012,-0.24,15.15,13.09,2.53,65.61,51.23,2.58,14.15,63.31,3.96,low
Tunisia,North Africa,2002,6.61,15.37,1.0,9.94,62.45,50.06,2.88,20.87,56.8,6.09,high
Lesotho,Southern Africa,2011,10.32,11.2,8.56,5.44,115.33,54.3,1.53,30.11,80.65,3.76,high
Rwanda,East Africa,2002,6.66,2.5,17.77,2.84,78.22,61.46,2.65,10.55,32.8,2.5,medium
Mauritius,East Africa,2010,8.89,0.39,11.25,1.97,38.37,75.55,3.97,38.12,46.18,3.02,high
Burundi,East Africa,2001,1.96,3.07,12.71,3.39,67.4,70.77,4.46,25.33,89.22,0.99,medium
Madagascar,Southern Africa,2015,5.21,15.99,1.0,3.83,44.17,45.98,3.27,18.94,33.51,2.64,medium
Mozambique,Southern Africa,2007,1.67,13.9,9.65,2.45,68.93,88.29,2.33,41.29,54.31,3.48,low
Niger,West Africa,2004,3.82,1.13,14.03,4.83,32.5,82.0,3.24,20.29,67.63,11.98,medium
Togo,West Africa,2000,6.82,7.24,14.79,1.12,37.84,48.78,3.85,38.17,56.65,4.51,medium
Côte d'Ivoire,West Africa,2021,4.81,4.06,17.77,1.1,66.88,87.03,0.49,27.21,77.99,4.43,medium
Comoros,East Africa,2020,0.26,7.39,10.74,4.43,79.95,70.88,3.98,23.27,85.51,0.73,low
Rwanda,East Africa,2019,0.55,7.67,11.01,0.58,70.05,62.18,1.96,19.13,64.59,14.03,low
Eswatini,Southern Africa,2001,0.36,0.68,4.01,5.32,77.08,71.45,1.97,6.23,82.8,1.22,medium
Mauritania,West Africa,2008,5.97,3.46,10.77,3.46,67.48,64.54,2.15,5.45,36.43,3.29,medium
Niger,West Africa,2023,10.69,1.59,4.43,0.0,63.45,74.81,2.82,20.62,51.85,1.03,high
Mozambique,Southern Africa,2013,8.59,5.21,1.0,3.77,49.93,68.37,1.39,23.92,103.1,3.36,high
Botswana,Southern Africa,2003,-1.19,1.1,5.49,0.0,76.26,58.93,2.22,12.24,93.86,3.65,low
Niger,West Africa,2003,8.76,2.54,21.05,5.23,80.5,28.54,3.03,29.87,29.46,9.46,medium
Côte d'Ivoire,West Africa,2006,7.31,3.17,10.38,2.88,58.74,74.49,2.72,5.66,54.74,4.55,medium
Cabo Verde,West Africa,2023,-0.14,3.78,13.32,8.13,57.66,58.27,2.88,17.65,57.72,0.2,low
Guinea,West Africa,2004,3.59,11.3,8.92,6.18,91.83,79.0,2.18,29.13,63.33,0.17,medium
Egypt,North Africa,2021,7.79,0.07,1.26,0.85,59.59,73.67,3.19,25.74,80.48,20.22,high
Guinea,West Africa,2016,6.15,15.7,17.62,0.0,61.51,58.74,3.56,14.23,91.78,1.33,low
Rwanda,East Africa,2022,0.57,5.11,1.0,1.61,69.68,83.41,3.5,24.29,55.75,1.38,low
Eswatini,Southern Africa,2019,6.33,6.67,8.67,0.45,58.04,68.69,2.93,9.39,77.44,10.53,low
Eritrea,East Africa,2007,-1.91,0.95,11.67,8.06,43.59,67.95,3.44,33.32,67.96,1.23,medium
Morocco,North Africa,2019,3.83,6.37,13.38,3.47,67.56,62.51,3.37,29.16,54.58,0.22,medium
Algeria,North Africa,2004,7.91,3.53,7.64,5.83,59.22,95.3,5.18,19.08,21.04,7.45,high
Sierra Leone,West Africa,2006,4.56,1.02,1.0,2.79,96.84,52.16,3.72,9.77,75.37,10.59,medium
Egypt,North Africa,2005,3.0,6.79,7.19,3.05,75.77,59.19,2.41,18.16,67.1,0.82,medium
Angola,Southern Africa,2003,7.17,1.05,7.51,3.42,48.09,42.73,1.59,40.89,62.79,2.29,high
Uganda,East Africa,2002,7.42,1.11,7.36,6.27,74.58,78.08,2.24,9.44,35.37,5.22,high
Ethiopia,East Africa,2004,8.43,25.66,17.82,4.28,66.16,54.52,2.17,19.76,94.18,1.85,low
Comoros,East Africa,2002,7.12,5.06,4.72,0.86,86.19,56.54,3.01,1.06,58.05,6.42,medium
Tanzania,East Africa,2009,7.74,11.49,13.81,7.56,49.51,55.7,1.8,37.11,32.17,2.78,high
Nigeria,West Africa,2001,6.7,0.48,12.95,2.77,63.77,66.13,3.69,33.0,28.95,1.49,high
Cabo Verde,West Africa,2001,5.3,3.57,17.76,2.36,58.02,42.49,1.11,18.04,68.55,4.49,medium
Morocco,North Africa,2023,4.77,0.84,11.2,0.0,61.17,24.62,0.87,31.26,69.14,30.0,medium
Guinea-Bissau,West Africa,2002,3.79,1.42,16.75,5.09,42.3,73.24,2.36,34.06,45.74,4.46,medium
Ethiopia,East Africa,2001,0.86,10.24,10.97,3.75,71.52,26.96,1.66,15.06,64.25,6.19,low
Algeria,North Africa,2000,1.63,3.35,14.61,3.75,68.36,80.37,1.24,24.77,68.35,0.36,low
Kenya,East Africa,2003,3.65,37.91,2.98,2.49,85.7,93.05,1.86,17.08,57.8,1.44,low
Eritrea,East Africa,2012,5.22,0.64,1.0,2.06,59.8,62.04,1.74,34.56,40.97,11.18,high
Libya,North Africa,2019,8.82,3.69,14.27,2.58,51.76,88.39,2.51,9.51,74.23,2.66,medium
Rwanda,East Africa,2017,4.37,2.18,14.59,4.66,75.79,64.56,1.88,39.57,71.75,1.04,medium
Côte d'Ivoire,West Africa,2013,7.51,1.95,14.85,5.1,44.12,93.79,1.96,13.31,66.35,2.34,medium
Tanzania,East Africa,2002,7.74,1.71,8.85,2.92,81.7,56.79,2.5,9.2,38.33,0.23,medium
South Africa,Southern Africa,2018,3.81,6.4,20.94,5.87,81.66,22.43,3.51,40.94,28.38,2.11,medium
Mozambique,Southern Africa,2000,6.28,1.74,9.24,3.3,85.15,63.56,3.97,32.53,56.53,8.67,medium
Togo,West Africa,2015,3.77,7.33,14.53,2.24,67.53,95.74,2.65,28.35,73.59,14.55,medium
Mauritania,West Africa,2009,8.47,3.49,15.57,4.0,50.27,74.63,2.73,24.92,75.81,5.27,medium
Mauritius,East Africa,2021,6.41,6.84,22.31,0.1,62.18,55.72,2.32,48.03,66.69,17.19,medium
Guinea,West Africa,2007,0.93,1.44,10.1,4.08,67.6,70.92,2.98,24.06,45.99,6.33,medium
Nigeria,West Africa,2015,4.98,16.89,8.08,0.0,48.8,82.48,2.89,2.39,38.92,1.75,low
Cameroon,Central Africa,2010,9.44,11.23,3.01,0.93,86.66,63.46,3.83,37.77,54.66,0.25,high
Mauritius,East Africa,2012,3.96,5.73,21.31,0.0,71.6,99.0,0.61,21.99,54.85,4.59,low
Burundi,East Africa,2022,5.84,12.24,14.53,3.06,42.16,55.69,2.27,13.19,77.15,10.32,low
Sierra Leone,West Africa,2017,6.14,5.31,14.72,7.52,97.66,83.05,2.84,54.63,45.41,5.81,high
Zimbabwe,Southern Africa,2009,1.39,0.05,30.7,3.21,61.95,78.71,2.47,13.78,47.07,2.28,low
Sudan,North Africa,2010,6.03,5.04,13.95,5.11,38.12,52.4,1.56,4.88,96.1,5.43,medium
Djibouti,East Africa,2016,0.32,3.48,4.19,9.38,43.39,57.36,1.2,20.68,86.02,2.49,medium
Gabon,Central Africa,2008,2.62,3.27,10.82,4.51,89.76,83.33,3.31,1.89,37.34,2.93,low
Namibia,Southern Africa,2004,7.73,8.57,6.15,1.59,96.5,67.61,1.74,29.91,84.38,9.66,medium
Mauritius,East Africa,2011,5.57,1.14,9.62,1.93,80.19,71.09,0.75,22.28,32.56,2.29,medium
Cameroon,Central Africa,2001,3.59,18.23,9.58,3.5,86.39,35.55,3.36,23.8,46.32,2.13,low
Côte d'Ivoire,West Africa,2004,5.84,8.46,8.48,1.92,84.33,76.81,2.96,32.4,48.6,6.45,medium
Côte d'Ivoire,West Africa,2010,4.32,4.72,3.64,2.1,71.14,70.17,2.38,8.06,53.45,12.01,medium
Comoros,East Africa,2019,4.54,2.86,21.56,5.96,66.58,63.85,1.59,3.11,67.4,1.88,low
Tunisia,North Africa,2018,6.47,15.72,13.79,6.07,70.8,71.5,2.39,32.47,57.13,3.9,medium
Zimbabwe,Southern Africa,2006,2.32,2.46,10.65,0.0,74.72,57.63,3.72,26.58,67.29,6.68,medium
Seychelles,East Africa,2010,4.62,29.59,16.55,1.45,45.17,54.35,0.89,3.72,46.96,2.35,low
Sierra Leone,West Africa,2003,3.56,6.35,14.83,2.34,74.64,60.65,0.94,51.65,62.48,3.36,medium
Comoros,East Africa,2018,-0.26,19.65,13.65,5.0,89.17,56.64,1.87,15.92,56.58,2.71,low
Namibia,Southern Africa,2005,1.74,2.27,16.11,6.36,55.87,99.0,2.47,21.59,27.23,3.87,medium
DRC,Central Africa,2019,9.2,20.45,12.8,10.25,53.74,81.41,2.0,10.31,64.66,14.12,low
Mali,West Africa,2020,5.65,13.03,16.02,2.34,69.53,47.57,3.14,40.23,56.92,1.85,medium
Gambia,West Africa,2016,0.53,1.11,16.52,2.46,47.01,99.0,3.59,37.35,40.72,8.79,medium
Guinea-Bissau,West Africa,2007,-0.12,11.84,12.98,4.97,33.66,57.21,2.78,7.67,46.5,5.57,low
Algeria,North Africa,2022,4.16,7.37,10.68,1.79,82.95,65.53,3.06,19.24,46.99,4.07,low
Angola,Southern Africa,2016,9.18,0.2,21.18,3.15,50.98,81.15,2.77,23.68,50.1,14.43,high
Tunisia,North Africa,2015,3.94,18.01,9.13,2.46,60.37,29.54,2.51,14.63,90.18,8.41,low
Lesotho,Southern Africa,2020,8.42,1.42,14.35,0.0,47.8,60.73,1.21,32.35,96.81,4.16,medium
Kenya,East Africa,2021,5.56,0.44,14.48,3.81,85.54,54.68,1.47,29.96,10.0,0.93,medium
Sierra Leone,West Africa,2001,5.91,0.5,8.34,3.04,77.06,68.69,1.15,7.14,64.76,1.91,medium
Cameroon,Central Africa,2021,0.49,0.94,7.15,6.68,55.19,71.66,2.35,39.65,74.1,6.44,medium
Ghana,West Africa,2018,7.31,12.06,9.88,3.51,36.4,63.61,2.73,27.86,50.68,4.14,medium
Benin,West Africa,2004,3.5,6.53,9.05,0.36,53.06,62.77,1.05,12.11,73.56,9.32,low
Zambia,Southern Africa,2007,7.09,6.48,3.25,2.85,71.4,84.17,2.57,27.97,88.08,17.65,medium
Libya,North Africa,2018,2.06,0.05,8.09,0.0,63.77,70.43,1.62,21.73,27.56,3.45,low
Angola,Southern Africa,2005,5.03,4.72,13.6,0.47,62.18,65.75,1.43,26.68,57.68,9.77,low
Equatorial Guinea,Central Africa,2010,5.56,9.93,19.6,5.09,64.23,67.66,1.87,48.77,94.13,0.4,medium
DRC,Central Africa,2016,4.04,3.67,15.33,2.88,75.18,98.05,1.38,32.45,30.24,2.21,medium
Eswatini,Southern Africa,2015,5.71,1.78,1.0,5.81,59.16,68.11,3.11,10.99,52.7,8.48,medium
Ethiopia,East Africa,2021,3.7,3.21,15.85,0.0,69.0,55.74,2.33,30.42,46.03,0.63,low
Gambia,West Africa,2002,2.55,8.9,8.65,2.89,40.26,30.64,3.32,17.01,76.04,2.48,low
Burkina Faso,West Africa,2007,9.32,0.57,14.72,2.31,111.08,39.19,2.06,36.66,78.82,4.27,high
Malawi,Southern Africa,2023,7.65,0.95,11.92,5.89,54.32,56.59,2.09,10.67,58.25,21.6,high
Nigeria,West Africa,2013,2.22,1.31,10.84,5.18,64.07,63.05,4.37,17.02,55.64,10.75,low
Eritrea,East Africa,2005,6.21,0.72,11.39,5.11,71.33,55.0,0.88,13.71,20.62,3.0,medium
Sudan,North Africa,2006,2.27,8.09,11.87,7.35,51.78,71.32,3.78,12.88,83.46,3.3,low
Congo,Central Africa,2008,0.95,0.39,20.07,2.58,60.16,54.77,4.15,29.35,47.94,0.27,low
Gambia,West Africa,2013,7.6,3.7,11.88,6.84,59.91,48.54,3.27,37.69,52.15,0.54,high
Mauritius,East Africa,2006,-0.61,4.85,18.51,0.89,41.72,76.03,2.17,29.29,74.43,19.29,low
Eritrea,East Africa,2014,7.28,5.2,17.64,0.8,68.77,89.65,3.93,16.3,58.95,1.14,medium
Angola,Southern Africa,2010,3.74,1.2,16.0,5.38,27.02,45.07,2.18,21.91,75.08,6.82,medium
Gambia,West Africa,2014,3.87,7.76,1.28,0.0,95.05,69.39,1.79,19.22,67.07,0.69,medium
Equatorial Guinea,Central Africa,2003,5.73,19.51,18.7,4.93,75.86,30.71,2.11,16.51,59.08,1.01,low
Angola,Southern Africa,2014,6.24,10.88,9.25,3.75,72.78,38.46,1.93,18.84,61.21,1.14,medium
Uganda,East Africa,2022,2.02,25.11,16.29,6.18,25.27,54.4,1.55,30.63,32.54,0.99,low
Djibouti,East Africa,2003,6.65,22.74,6.16,3.35,44.15,85.43,3.61,21.98,52.02,1.11,medium
Algeria,North Africa,2007,4.84,0.77,4.89,3.64,87.79,50.98,1.73,12.38,76.68,2.7,medium
Togo,West Africa,2016,0.73,3.79,23.86,4.77,120.0,50.31,2.47,17.73,37.03,11.66,low
Mozambique,Southern Africa,2014,3.99,15.93,6.26,1.84,83.89,65.65,1.06,14.57,40.69,1.78,low
Uganda,East Africa,2016,8.64,0.43,18.88,1.73,80.74,65.67,2.53,21.87,37.41,1.93,medium
Gabon,Central Africa,2013,9.53,1.9,12.71,4.69,70.5,50.87,1.34,19.42,58.07,1.11,high
Algeria,North Africa,2016,6.65,1.79,9.48,3.43,43.05,99.0,1.32,14.15,83.05,5.03,high
Liberia,West Africa,2014,0.93,0.53,11.73,2.48,79.9,60.22,2.39,16.82,65.94,6.01,low
Mauritania,West Africa,2001,5.97,9.34,4.19,3.29,37.98,67.04,3.56,5.43,11.46,10.23,medium
DRC,Central Africa,2018,7.05,9.08,11.92,7.49,35.79,57.77,2.94,21.12,67.97,9.64,high
Sudan,North Africa,2010,6.68,11.1,5.5,2.39,34.53,72.92,3.01,21.23,46.16,11.5,medium
Lesotho,Southern Africa,2001,6.85,4.52,9.63,2.32,79.51,87.23,2.37,46.31,65.19,0.23,high
Benin,West Africa,2009,5.59,4.27,17.55,0.0,58.85,94.95,2.16,25.75,52.01,8.82,low
Uganda,East Africa,2010,4.28,19.53,13.53,3.39,62.02,51.28,3.29,19.94,37.79,0.19,low
Namibia,Southern Africa,2002,2.67,0.57,3.11,5.14,59.69,84.81,1.94,3.06,53.57,0.6,medium
Madagascar,Southern Africa,2023,-1.19,5.94,17.11,5.59,37.49,74.89,3.33,7.57,46.17,4.89,low
Nigeria,West Africa,2005,5.52,5.36,11.96,3.77,46.59,82.54,3.74,36.33,61.15,1.09,medium
Cabo Verde,West Africa,2007,5.06,21.73,8.75,5.89,47.59,63.35,1.66,17.77,37.28,1.69,low
Nigeria,West Africa,2010,6.17,19.84,16.48,5.33,31.89,61.63,1.81,18.22,32.5,8.2,low
Tunisia,North Africa,2019,0.49,2.52,11.0,6.28,49.92,81.84,1.95,32.36,69.64,21.06,medium
Namibia,Southern Africa,2017,6.44,23.53,5.01,5.96,38.37,82.18,1.03,26.61,77.18,0.37,low
South Africa,Southern Africa,2018,10.66,4.76,23.09,7.42,71.55,93.18,2.03,16.46,66.6,0.04,high
Togo,West Africa,2005,4.74,9.12,11.9,3.08,73.22,68.57,3.8,17.06,42.02,0.78,medium
Malawi,Southern Africa,2020,4.32,18.69,11.51,0.18,34.13,63.08,1.45,19.82,40.2,1.39,low
Uganda,East Africa,2019,5.43,6.63,9.57,5.16,54.07,20.72,3.83,13.08,41.35,11.01,medium
South Africa,Southern Africa,2011,10.6,7.56,19.08,5.45,97.12,36.0,2.07,15.38,72.81,6.66,medium
Djibouti,East Africa,2013,1.43,21.66,8.85,7.42,40.38,57.9,4.61,10.49,38.5,1.15,low
Tanzania,East Africa,2000,5.11,5.24,2.73,6.7,68.53,45.18,1.82,22.68,72.68,2.32,high
Djibouti,East Africa,2018,2.1,11.38,7.93,8.36,62.11,79.65,2.36,23.52,67.74,30.0,medium
Zambia,Southern Africa,2023,2.86,13.55,19.96,5.05,81.86,41.42,1.59,3.03,79.75,9.35,low
Burundi,East Africa,2011,4.35,1.5,16.99,4.07,65.91,55.98,1.81,48.58,76.26,1.52,medium
Sudan,North Africa,2012,8.54,1.88,10.47,0.04,51.37,56.68,3.84,20.08,65.85,2.09,medium
Libya,North Africa,2011,9.9,4.52,20.24,4.27,61.34,86.69,2.97,23.06,25.63,0.39,high
Morocco,North Africa,2001,5.84,8.04,16.49,2.12,61.63,54.05,3.53,9.01,67.2,7.06,low
Madagascar,Southern Africa,2014,3.37,11.92,10.4,4.03,58.17,73.14,1.18,40.21,57.31,1.69,medium
Gambia,West Africa,2017,11.98,0.37,11.0,3.64,33.62,68.52,3.15,25.31,47.53,7.94,high
Egypt,North Africa,2022,3.22,12.94,13.98,4.68,84.86,81.26,1.53,28.86,82.24,1.23,medium
Zimbabwe,Southern Africa,2022,2.79,12.27,7.01,3.26,81.33,80.3,1.16,16.55,51.97,0.04,low
Togo,West Africa,2011,-0.82,9.62,12.03,5.84,39.12,64.4,2.74,34.83,44.41,4.05,low
Uganda,East Africa,2023,8.69,1.64,13.85,0.0,53.99,34.47,2.73,14.51,77.48,2.84,medium
Cameroon,Central Africa,2012,7.4,15.06,1.88,3.97,55.5,60.83,2.55,59.19,46.9,8.12,high
Burkina Faso,West Africa,2015,11.75,0.32,10.86,6.51,36.87,64.64,3.22,5.39,43.41,2.04,high
Liberia,West Africa,2014,0.33,0.36,10.18,8.18,22.66,70.15,3.37,14.26,32.46,4.14,medium
Seychelles,East Africa,2023,8.87,2.58,18.17,5.33,46.59,51.72,3.97,5.12,38.6,5.05,medium
Equatorial Guinea,Central Africa,2017,4.71,0.83,1.0,7.71,52.87,85.54,1.31,30.79,40.31,1.11,high
Morocco,North Africa,2002,6.92,0.26,9.71,3.92,31.18,65.25,4.0,23.65,67.42,23.67,medium
Nigeria,West Africa,2001,-0.44,6.94,9.11,3.51,63.54,48.43,4.38,21.18,34.62,12.79,low
Egypt,North Africa,2009,8.9,14.02,17.76,4.82,83.26,56.75,2.13,30.39,17.84,1.24,medium
Togo,West Africa,2012,6.86,13.09,11.74,3.49,76.84,99.0,0.83,25.59,61.06,1.35,medium
Algeria,North Africa,2016,4.38,8.5,22.78,1.54,57.47,76.96,1.12,23.9,42.32,10.22,low
Mozambique,Southern Africa,2011,6.44,1.51,15.97,2.21,23.19,83.87,2.04,35.48,54.67,2.23,medium
Mauritius,East Africa,2012,2.2,1.31,9.54,0.72,74.31,46.25,4.51,5.89,80.65,0.57,low
Eswatini,Southern Africa,2022,2.76,23.65,13.44,4.82,62.93,52.6,2.52,35.51,56.43,7.23,low
Equatorial Guinea,Central Africa,2008,3.11,1.12,9.88,3.53,68.49,52.73,1.88,20.81,85.19,6.46,medium
Côte d'Ivoire,West Africa,2011,-1.06,36.26,17.16,2.6,98.72,68.32,1.81,42.27,53.64,2.98,low
Sierra Leone,West Africa,2013,7.09,19.19,4.01,2.08,43.5,61.87,1.18,40.35,75.14,19.92,medium
Sierra Leone,West Africa,2011,8.07,4.43,7.06,4.76,10.0,56.19,3.37,23.48,44.05,1.6,high
Morocco,North Africa,2023,2.4,4.43,14.73,5.45,38.93,58.45,2.41,8.53,57.15,6.25,low
Tunisia,North Africa,2023,5.54,1.83,19.35,0.67,69.72,50.71,4.6,7.73,36.34,9.68,medium
Burundi,East Africa,2012,3.7,4.73,1.0,0.28,60.54,61.76,3.13,7.17,38.72,2.13,medium
Malawi,Southern Africa,2010,5.48,0.77,20.25,5.89,35.69,85.04,3.33,38.52,50.51,0.93,high
Botswana,Southern Africa,2014,2.62,4.92,11.16,0.06,31.61,37.76,2.26,31.75,28.43,10.46,low
Liberia,West Africa,2004,1.85,15.08,1.0,4.87,52.91,71.24,1.41,13.36,58.19,10.05,low
Burundi,East Africa,2010,7.66,4.54,1.0,7.54,35.08,89.84,1.63,18.31,48.94,1.59,high
Gambia,West Africa,2005,4.31,1.07,2.82,7.55,70.41,61.7,1.13,13.89,59.69,6.81,medium
Gabon,Central Africa,2003,10.57,3.02,11.88,5.34,51.77,55.48,3.41,19.44,28.74,0.03,high
South Africa,Southern Africa,2002,4.64,9.03,11.6,5.27,47.46,81.64,2.12,39.18,69.03,2.21,high
Madagascar,Southern Africa,2014,1.72,2.28,15.8,9.13,44.83,47.28,3.45,16.73,88.95,2.75,low
Botswana,Southern Africa,2000,8.18,4.24,8.7,0.0,65.26,64.59,2.64,17.23,84.73,7.96,high
Eritrea,East Africa,2015,6.39,1.89,5.35,2.34,60.85,46.28,2.21,3.89,93.08,0.53,medium
Namibia,Southern Africa,2010,6.68,3.36,9.52,5.62,64.04,31.34,1.33,38.76,55.85,6.85,high
Algeria,North Africa,2008,8.07,1.34,12.2,2.66,63.6,62.26,2.8,24.97,47.95,0.4,high
Zambia,Southern Africa,2018,2.54,18.97,13.38,6.6,58.56,42.26,2.28,21.04,64.75,3.87,low
Cabo Verde,West Africa,2012,4.12,6.44,7.27,3.4,39.34,64.79,3.4,39.68,50.24,1.11,medium
Benin,West Africa,2017,3.99,4.38,17.41,3.83,45.39,85.07,1.78,31.19,20.19,0.52,medium
Sao Tome and Principe,Central Africa,2017,0.63,27.31,8.27,2.81,52.11,98.38,3.12,11.51,71.39,3.8,low
Nigeria,West Africa,2000,3.71,14.39,6.78,2.19,101.3,66.68,4.14,14.63,50.31,1.47,low
Ethiopia,East Africa,2005,8.51,0.85,8.75,2.13,33.02,83.35,2.77,18.72,25.65,5.7,medium
Lesotho,Southern Africa,2013,5.21,11.76,18.45,4.18,51.62,72.18,3.29,5.21,44.83,2.87,low
Burkina Faso,West Africa,2023,0.46,7.95,11.2,1.56,61.97,58.1,3.07,23.57,50.77,2.36,low
Burundi,East Africa,2003,-0.17,12.42,7.83,5.88,53.93,30.35,4.4,40.56,55.24,1.4,low
Senegal,West Africa,2002,9.49,2.91,17.56,5.13,81.48,94.28,2.87,6.27,55.48,3.51,high
Zambia,Southern Africa,2022,4.23,4.43,24.86,6.25,53.83,46.12,3.2,35.64,82.38,0.6,medium
Cabo Verde,West Africa,2023,2.56,12.01,13.26,0.68,55.31,89.89,2.46,24.98,29.23,0.0,low
Tanzania,East Africa,2004,3.68,10.71,19.4,0.0,76.29,74.66,1.73,23.23,51.96,0.04,low
Gabon,Central Africa,2009,0.07,5.82,18.22,3.49,96.21,47.43,1.29,19.46,37.42,6.36,low
Djibouti,East Africa,2015,8.77,10.98,8.37,10.75,88.15,70.62,3.77,37.24,80.12,9.66,high
Congo,Central Africa,2004,3.32,0.68,12.16,6.67,57.27,99.0,1.49,14.14,43.77,6.85,medium
Malawi,Southern Africa,2007,8.6,7.79,4.3,2.11,59.01,92.64,3.25,20.51,48.12,1.05,high
Sudan,North Africa,2009,4.65,0.06,10.77,4.56,60.93,55.77,2.92,29.55,75.99,0.25,medium
Mauritania,West Africa,2015,8.79,0.55,8.24,5.32,62.94,52.18,3.42,8.27,81.5,0.87,high
Rwanda,East Africa,2007,5.27,0.32,9.58,0.08,43.05,66.8,1.99,26.01,84.45,2.25,medium
Algeria,North Africa,2009,7.06,19.15,7.5,6.92,78.73,62.02,1.71,48.88,22.14,5.91,medium
Burkina Faso,West Africa,2006,6.66,12.86,10.28,3.08,64.13,86.6,2.88,13.21,64.66,11.81,medium
Seychelles,East Africa,2018,6.37,7.3,15.19,3.27,59.1,78.31,2.21,31.46,60.4,11.22,medium
Madagascar,Southern Africa,2003,5.54,5.4,11.28,3.56,34.58,34.54,1.27,18.67,53.98,3.98,medium
Sudan,North Africa,2005,3.8,1.07,1.0,6.36,61.25,73.26,4.44,7.5,56.33,0.91,medium
Mauritania,West Africa,2005,10.25,0.91,7.52,1.61,22.14,61.78,1.71,38.56,80.72,2.33,high
Morocco,North Africa,2021,1.78,8.4,2.88,0.0,48.37,65.67,1.51,18.32,75.77,6.48,low
Comoros,East Africa,2022,4.51,12.06,13.46,4.31,48.74,69.48,2.26,8.01,72.94,0.67,low
Mauritius,East Africa,2012,4.54,11.58,15.02,0.0,65.74,86.58,3.75,38.18,59.14,6.42,low
